🦵🏻	جلد کی ہلکی رنگت, عضو, ٹانگ, ٹانگ: جلد کی ہلکی رنگت, ٹھوکر
🤟🏾	آپ سے محبت, آپ سے محبت کا اشارہ, آپ سے محبت کا اشارہ: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, ہاتھ
🤟🏿	آپ سے محبت, آپ سے محبت کا اشارہ, آپ سے محبت کا اشارہ: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, ہاتھ
✍🏻	جسم, جلد کی ہلکی رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی ہلکی رنگت, لکھنا, ہاتھ
✍🏼	جسم, جلد کی درمیانی -ہلکی رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی درمیانی -ہلکی رنگت, لکھنا, ہاتھ
✍🏽	جسم, جلد کی درمیانی رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی درمیانی رنگت, لکھنا, ہاتھ
✍🏾	جسم, جلد کی درمیانی سیاہ رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی درمیانی سیاہ رنگت, لکھنا, ہاتھ
✍🏿	جسم, جلد کی سیاہ رنگت, لکھتا ہوا ہاتھ, لکھتا ہوا ہاتھ: جلد کی سیاہ رنگت, لکھنا, ہاتھ
👏🏻	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی ہلکی رنگت, جسم, جلد کی ہلکی رنگت, ہاتھ
👏🏼	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی درمیانی -ہلکی رنگت, جسم, جلد کی درمیانی -ہلکی رنگت, ہاتھ
👏🏽	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی درمیانی رنگت, جسم, جلد کی درمیانی رنگت, ہاتھ
👏🏾	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی درمیانی سیاہ رنگت, جسم, جلد کی درمیانی سیاہ رنگت, ہاتھ
👏🏿	تالی, تالیاں بجاتے ہاتھ, تالیاں بجاتے ہاتھ: جلد کی سیاہ رنگت, جسم, جلد کی سیاہ رنگت, ہاتھ
👐🏻	جسم, جلد کی ہلکی رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی ہلکی رنگت, کھولے, ہاتھ
👐🏼	جسم, جلد کی درمیانی -ہلکی رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی درمیانی -ہلکی رنگت, کھولے, ہاتھ
👐🏽	جسم, جلد کی درمیانی رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی درمیانی رنگت, کھولے, ہاتھ
👐🏾	جسم, جلد کی درمیانی سیاہ رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی درمیانی سیاہ رنگت, کھولے, ہاتھ
👐🏿	جسم, جلد کی سیاہ رنگت, کھلے ہاتھ, کھلے ہاتھ: جلد کی سیاہ رنگت, کھولے, ہاتھ
🙌🏻	جسم, جشن, جلد کی ہلکی رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی ہلکی رنگت
🙌🏼	جسم, جشن, جلد کی درمیانی -ہلکی رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی درمیانی -ہلکی رنگت
🙌🏽	جسم, جشن, جلد کی درمیانی رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی درمیانی رنگت
🙌🏾	جسم, جشن, جلد کی درمیانی سیاہ رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی درمیانی سیاہ رنگت
🙌🏿	جسم, جشن, جلد کی سیاہ رنگت, ہاتھ, ہاتھ بلند کیے ہوئے شخص, ہاتھ بلند کیے ہوئے شخص: جلد کی سیاہ رنگت
🤲🏻	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, نماز
🤲🏼	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, نماز
🤲🏽	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, نماز
🤲🏾	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, نماز
🤲🏿	ایک ساتھ ہتھیلیاں اٹھانا, ایک ساتھ ہتھیلیاں اٹھانا: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, نماز
🙏🏻	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, دعا, شکریہ
🙏🏼	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, دعا, شکریہ
🙏🏽	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, دعا, شکریہ
🙏🏾	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, دعا, شکریہ
🙏🏿	اشارہ, بندھے ہاتھ, بندھے ہاتھ: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, دعا, شکریہ
💅🏻	جسم, جلد کی ہلکی رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی ہلکی رنگت, پالش
💅🏼	جسم, جلد کی درمیانی -ہلکی رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی درمیانی -ہلکی رنگت, پالش
💅🏽	جسم, جلد کی درمیانی رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی درمیانی رنگت, پالش
💅🏾	جسم, جلد کی درمیانی سیاہ رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی درمیانی سیاہ رنگت, پالش
💅🏿	جسم, جلد کی سیاہ رنگت, خیال, ناخن, نیل پالش, نیل پالش: جلد کی سیاہ رنگت, پالش
👂🏻	جسم, جلد کی ہلکی رنگت, کان, کان: جلد کی ہلکی رنگت
👂🏼	جسم, جلد کی درمیانی -ہلکی رنگت, کان, کان: جلد کی درمیانی -ہلکی رنگت
👂🏽	جسم, جلد کی درمیانی رنگت, کان, کان: جلد کی درمیانی رنگت
👂🏾	جسم, جلد کی درمیانی سیاہ رنگت, کان, کان: جلد کی درمیانی سیاہ رنگت
👂🏿	جسم, جلد کی سیاہ رنگت, کان, کان: جلد کی سیاہ رنگت
👃🏻	جسم, جلد کی ہلکی رنگت, ناک, ناک: جلد کی ہلکی رنگت
👃🏼	جسم, جلد کی درمیانی -ہلکی رنگت, ناک, ناک: جلد کی درمیانی -ہلکی رنگت
👃🏽	جسم, جلد کی درمیانی رنگت, ناک, ناک: جلد کی درمیانی رنگت
👃🏾	جسم, جلد کی درمیانی سیاہ رنگت, ناک, ناک: جلد کی درمیانی سیاہ رنگت
👃🏿	جسم, جلد کی سیاہ رنگت, ناک, ناک: جلد کی سیاہ رنگت
#⃣	کی کیپ, کی کیپ: #
*⃣	کی کیپ, کی کیپ: *
🔟	کی کیپ, کی کیپ: 10
🇦🇨	پرچم, پرچم: اسینشن آئلینڈ
🇦🇩	پرچم, پرچم: انڈورا
🇦🇪	پرچم, پرچم: متحدہ عرب امارات
🇦🇫	پرچم, پرچم: افغانستان
🇦🇬	پرچم, پرچم: انٹیگوا اور باربودا
🇦🇮	پرچم, پرچم: انگوئیلا
🇦🇱	پرچم, پرچم: البانیہ
🇦🇲	پرچم, پرچم: آرمینیا
🇦🇴	پرچم, پرچم: انگولا
🇦🇶	پرچم, پرچم: انٹارکٹیکا
🇦🇷	پرچم, پرچم: ارجنٹینا
🇦🇸	پرچم, پرچم: امریکی ساموآ
🇦🇹	پرچم, پرچم: آسٹریا
🇦🇺	پرچم, پرچم: آسٹریلیا
🇦🇼	پرچم, پرچم: اروبا
🇦🇽	پرچم, پرچم: آلینڈ آئلینڈز
🇦🇿	پرچم, پرچم: آذربائیجان
🇧🇦	پرچم, پرچم: بوسنیا اور ہرزیگووینا
🇧🇧	پرچم, پرچم: بارباڈوس
🇧🇩	پرچم, پرچم: بنگلہ دیش
🇧🇪	پرچم, پرچم: بیلجیم
🇧🇫	پرچم, پرچم: برکینا فاسو
🇧🇬	پرچم, پرچم: بلغاریہ
🇧🇭	پرچم, پرچم: بحرین
🇧🇮	پرچم, پرچم: برونڈی
🇧🇯	پرچم, پرچم: بینن
🇧🇱	پرچم, پرچم: سینٹ برتھلیمی
🇧🇲	پرچم, پرچم: برمودا
🇧🇳	پرچم, پرچم: برونائی
🇧🇴	پرچم, پرچم: بولیویا
🇧🇶	پرچم, پرچم: کریبیائی نیدرلینڈز
🇧🇷	پرچم, پرچم: برازیل
🇧🇸	پرچم, پرچم: بہاماس
🇧🇹	پرچم, پرچم: بھوٹان
🇧🇻	پرچم, پرچم: بؤویٹ آئلینڈ
🇧🇼	پرچم, پرچم: بوتسوانا
🇧🇾	پرچم, پرچم: بیلاروس
🇧🇿	پرچم, پرچم: بیلائز
🇨🇦	پرچم, پرچم: کینیڈا
🇨🇨	پرچم, پرچم: کوکوس (کیلنگ) جزائر
🇨🇩	پرچم, پرچم: کانگو - کنشاسا
🇨🇫	پرچم, پرچم: وسط افریقی جمہوریہ
🇨🇬	پرچم, پرچم: کانگو - برازاویلے
🇨🇭	پرچم, پرچم: سوئٹزر لینڈ
🇨🇮	پرچم, پرچم: کوٹ ڈی آئیوری
🇨🇰	پرچم, پرچم: کک آئلینڈز
🇨🇱	پرچم, پرچم: چلی
🇨🇲	پرچم, پرچم: کیمرون
🇨🇳	پرچم, پرچم: چین
🇨🇴	پرچم, پرچم: کولمبیا
🇨🇵	پرچم, پرچم: کلپرٹن آئلینڈ
🇨🇷	پرچم, پرچم: کوسٹا ریکا
🇨🇺	پرچم, پرچم: کیوبا
🇨🇻	پرچم, پرچم: کیپ ورڈی
🇨🇼	پرچم, پرچم: کیوراکاؤ
🇨🇽	پرچم, پرچم: جزیرہ کرسمس
🇨🇾	پرچم, پرچم: قبرص
🇨🇿	پرچم, پرچم: چیکیا
🇩🇪	پرچم, پرچم: جرمنی
🇩🇬	پرچم, پرچم: ڈائجو گارسیا
🇩🇯	پرچم, پرچم: جبوتی
🇩🇰	پرچم, پرچم: ڈنمارک
🇩🇲	پرچم, پرچم: ڈومنیکا
🇩🇴	پرچم, پرچم: جمہوریہ ڈومينيکن
🇩🇿	پرچم, پرچم: الجیریا
🇪🇦	پرچم, پرچم: سیئوٹا اور میلیلا
🇪🇨	پرچم, پرچم: ایکواڈور
🇪🇪	پرچم, پرچم: اسٹونیا
🇪🇬	پرچم, پرچم: مصر
🇪🇭	پرچم, پرچم: مغربی صحارا
🇪🇷	پرچم, پرچم: اریٹیریا
🇪🇸	پرچم, پرچم: ہسپانیہ
🇪🇹	پرچم, پرچم: ایتھوپیا
🇪🇺	پرچم, پرچم: یوروپی یونین
🇫🇮	پرچم, پرچم: فن لینڈ
🇫🇯	پرچم, پرچم: فجی
🇫🇰	پرچم, پرچم: فاکلینڈ جزائر
🇫🇲	پرچم, پرچم: مائکرونیشیا
🇫🇴	پرچم, پرچم: جزائر فارو
🇫🇷	پرچم, پرچم: فرانس
🇬🇦	پرچم, پرچم: گیبون
🇬🇧	پرچم, پرچم: سلطنت متحدہ
🇬🇩	پرچم, پرچم: گریناڈا
🇬🇪	پرچم, پرچم: جارجیا
🇬🇫	پرچم, پرچم: فرینچ گیانا
🇬🇬	پرچم, پرچم: گوئرنسی
🇬🇭	پرچم, پرچم: گھانا
🇬🇮	پرچم, پرچم: جبل الطارق
🇬🇱	پرچم, پرچم: گرین لینڈ
🇬🇲	پرچم, پرچم: گیمبیا
🇬🇳	پرچم, پرچم: گنی
🇬🇵	پرچم, پرچم: گواڈیلوپ
🇬🇶	پرچم, پرچم: استوائی گیانا
🇬🇷	پرچم, پرچم: یونان
🇬🇸	پرچم, پرچم: جنوبی جارجیا اور جنوبی سینڈوچ جزائر
🇬🇹	پرچم, پرچم: گواٹے مالا
🇬🇺	پرچم, پرچم: گوام
🇬🇼	پرچم, پرچم: گنی بساؤ
🇬🇾	پرچم, پرچم: گیانا
🇭🇰	پرچم, پرچم: ہانگ کانگ SAR چین
🇭🇲	پرچم, پرچم: ہیرڈ جزیرہ و میکڈولینڈ جزائر
🇭🇳	پرچم, پرچم: ہونڈاروس
🇭🇷	پرچم, پرچم: کروشیا
🇭🇹	پرچم, پرچم: ہیٹی
🇭🇺	پرچم, پرچم: ہنگری
🇮🇨	پرچم, پرچم: کینری آئلینڈز
🇮🇩	پرچم, پرچم: انڈونیشیا
🇮🇪	پرچم, پرچم: آئرلینڈ
🇮🇱	پرچم, پرچم: اسرائیل
🇮🇲	پرچم, پرچم: آئل آف مین
🇮🇳	پرچم, پرچم: بھارت
🇮🇴	پرچم, پرچم: برطانوی بحر ہند کا علاقہ
🇮🇶	پرچم, پرچم: عراق
🇮🇷	پرچم, پرچم: ایران
🇮🇸	پرچم, پرچم: آئس لینڈ
🇮🇹	پرچم, پرچم: اٹلی
🇯🇪	پرچم, پرچم: جرسی
🇯🇲	پرچم, پرچم: جمائیکا
🇯🇴	پرچم, پرچم: اردن
🇯🇵	پرچم, پرچم: جاپان
🇰🇪	پرچم, پرچم: کینیا
🇰🇬	پرچم, پرچم: کرغزستان
🇰🇭	پرچم, پرچم: کمبوڈیا
🇰🇮	پرچم, پرچم: کریباتی
🇰🇲	پرچم, پرچم: کوموروس
🇰🇳	پرچم, پرچم: سینٹ کٹس اور نیویس
🇰🇵	پرچم, پرچم: شمالی کوریا
🇰🇷	پرچم, پرچم: جنوبی کوریا
🇰🇼	پرچم, پرچم: کویت
🇰🇾	پرچم, پرچم: کیمین آئلینڈز
🇰🇿	پرچم, پرچم: قزاخستان
🇱🇦	پرچم, پرچم: لاؤس
🇱🇧	پرچم, پرچم: لبنان
🇱🇨	پرچم, پرچم: سینٹ لوسیا
🇱🇮	پرچم, پرچم: لیشٹنسٹائن
🇱🇰	پرچم, پرچم: سری لنکا
🇱🇷	پرچم, پرچم: لائبیریا
🇱🇸	پرچم, پرچم: لیسوتھو
🇱🇹	پرچم, پرچم: لیتھونیا
🇱🇺	پرچم, پرچم: لکسمبرگ
🇱🇻	پرچم, پرچم: لٹویا
🇱🇾	پرچم, پرچم: لیبیا
🇲🇦	پرچم, پرچم: مراکش
🇲🇨	پرچم, پرچم: موناکو
🇲🇩	پرچم, پرچم: مالدووا
🇲🇪	پرچم, پرچم: مونٹے نیگرو
🇲🇫	پرچم, پرچم: سینٹ مارٹن
🇲🇬	پرچم, پرچم: مڈغاسکر
🇲🇭	پرچم, پرچم: مارشل آئلینڈز
🇲🇰	پرچم, پرچم: مقدونیہ
🇲🇱	پرچم, پرچم: مالی
🇲🇲	پرچم, پرچم: میانمار (برما)
🇲🇳	پرچم, پرچم: منگولیا
🇲🇴	پرچم, پرچم: مکاؤ SAR چین
🇲🇵	پرچم, پرچم: شمالی ماریانا آئلینڈز
🇲🇶	پرچم, پرچم: مارٹینک
🇲🇷	پرچم, پرچم: موریطانیہ
🇲🇸	پرچم, پرچم: مونٹسیراٹ
🇲🇹	پرچم, پرچم: مالٹا
🇲🇺	پرچم, پرچم: ماریشس
🇲🇻	پرچم, پرچم: مالدیپ
🇲🇼	پرچم, پرچم: ملاوی
🇲🇽	پرچم, پرچم: میکسیکو
🇲🇾	پرچم, پرچم: ملائشیا
🇲🇿	پرچم, پرچم: موزمبیق
🇳🇦	پرچم, پرچم: نامیبیا
🇳🇨	پرچم, پرچم: نیو کلیڈونیا
🇳🇪	پرچم, پرچم: نائجر
🇳🇫	پرچم, پرچم: نارفوک آئلینڈ
🇳🇬	پرچم, پرچم: نائجیریا
🇳🇮	پرچم, پرچم: نکاراگووا
🇳🇱	پرچم, پرچم: نیدر لینڈز
🇳🇴	پرچم, پرچم: ناروے
🇳🇵	پرچم, پرچم: نیپال
🇳🇷	پرچم, پرچم: نؤرو
🇳🇺	پرچم, پرچم: نیئو
